-9.000000000000000000e+01,-9.000000000000000000e+01,-4.592425496802570521e-18,-7.500000000000000000e-01,8.249999999999999556e-01
-9.000000000000000000e+01,-8.900000000000000000e+01,-3.703093922350177587e-18,-7.643982353107590111e-01,8.248743485040227474e-01
-9.000000000000000000e+01,-8.800000000000000000e+01,-2.798645376674852501e-18,-7.787920847795634094e-01,8.244974322907540065e-01
-9.000000000000000000e+01,-8.700000000000000000e+01,-1.879355363565189444e-18,-7.931771639004288055e-01,8.238693661725233763e-01
-9.000000000000000000e+01,-8.600000000000000000e+01,-9.455039076645733624e-19,-8.075490908389033606e-01,8.229903414643549020e-01
-9.000000000000000000e+01,-8.500000000000000000e+01,2.624530827141765168e-21,-8.219034877668179861e-01,8.218606259256899804e-01
-9.000000000000000000e+01,-8.400000000000000000e+01,9.647411428028543168e-19,-8.362359821958140760e-01,8.204805636788253809e-01
-9.000000000000000000e+01,-8.300000000000000000e+01,1.940552858222322141e-18,-8.505422083092466501e-01,8.188505751040905389e-01
-9.000000000000000000e+01,-8.200000000000000000e+01,2.929762435384106096e-18,-8.648178082920540133e-01,8.169711567117955431e-01
-9.000000000000000000e+01,-8.100000000000000000e+01,3.932068551468350021e-18,-8.790584336581904745e-01,8.148428809909886716e-01
-9.000000000000000000e+01,-8.000000000000000000e+01,4.947165894322521996e-18,-8.932597465752175614e-01,8.124663962350715529e-01
-9.000000000000000000e+01,-7.900000000000000000e+01,5.974745255462519082e-18,-9.074174211856496086e-01,8.098424263443226856e-01
-9.000000000000000000e+01,-7.800000000000000000e+01,7.014493624260551670e-18,-9.215271449246515978e-01,8.069717706053896045e-01
-9.000000000000000000e+01,-7.700000000000000000e+01,8.066094283291198895e-18,-9.355846198336885688e-01,8.038553034478190806e-01
-9.000000000000000000e+01,-7.600000000000000000e+01,9.129226904806675294e-18,-9.495855638697258128e-01,8.004939741776970763e-01
-9.000000000000000000e+01,-7.500000000000000000e+01,1.020356764831164630e-17,-9.635257122095796101e-01,7.968888066884812771e-01
-9.000000000000000000e+01,-7.400000000000000000e+01,1.128878925920826301e-17,-9.774008185490242751e-01,7.930408991491130211e-01
-9.000000000000000000e+01,-7.300000000000000000e+01,1.238456116848108813e-17,-9.912066563962578236e-01,7.889514236695042149e-01
-9.000000000000000000e+01,-7.200000000000000000e+01,1.349054959339156054e-17,-1.004939020359331581e+00,7.846216259435015994e-01
-9.000000000000000000e+01,-7.100000000000000000e+01,1.460641763915149789e-17,-1.018593727427154372e+00,7.800528248694362787e-01
-9.000000000000000000e+01,-7.000000000000000000e+01,1.573182540154452031e-17,-1.032166618243676837e+00,7.752464121483743087e-01
-9.000000000000000000e+01,-6.900000000000000000e+01,1.686643007046411814e-17,-1.045653558374872727e+00,7.702038518601913575e-01
-9.000000000000000000e+01,-6.800000000000000000e+01,1.800988603433697576e-17,-1.059050439568127278e+00,7.649266800175995584e-01
-9.000000000000000000e+01,-6.700000000000000000e+01,1.916184498539961482e-17,-1.072353181003650846e+00,7.594165040982632231e-01
-9.000000000000000000e+01,-6.600000000000000000e+01,2.032195602579624781e-17,-1.085557730537535015e+00,7.536750025551456345e-01
-9.000000000000000000e+01,-6.500000000000000000e+01,2.148986577446571759e-17,-1.098660065936077013e+00,7.477039243052361339e-01
-9.000000000000000000e+01,-6.400000000000000000e+01,2.266521847478479108e-17,-1.111656196100988758e+00,7.415050881968127117e-01
-9.000000000000000000e+01,-6.300000000000000000e+01,2.384765610293505115e-17,-1.124542162285126157e+00,7.350803824554034138e-01
-9.000000000000000000e+01,-6.200000000000000000e+01,2.503681847696043610e-17,-1.137314039298360058e+00,7.284317641086146544e-01
-9.000000000000000000e+01,-6.100000000000000000e+01,2.623234336648214076e-17,-1.149967936703228055e+00,7.215612583900014032e-01
